id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
660,  Spacious 2BR  ,43869,James,brooklyn,Kensington,40.81924,-73.76733,Entire Home/Apt,232,1,262,19/01/2016,9.96,18,258
865,,93119,Michael,Staten Island,Stapleton,40.7174,-73.70163,Private room,464,7,14,19/04/2016,9.6,19,11
855,,26171,Robert,Staten island,St. George,40.67038,-73.8312,PRIVATE ROOM,317,1,392,9/11/2014,3.38,9,61
697,Quiet private room,14070,Anna,MANHATTAN,Midtown,40.74883,-73.72588,private room,449,1,159,2/12/2015,1.81,16,265
598,Modern studio,52842,Daniel,Bronx,Fordham,40.86489,-73.79326,PRIVATE ROOM,429,365,32,7/9/2011,5.36,8,80
793,Sunny room in the heart of NYC,92742,Emma,manhattan,East Village,40.61657,-73.76526,PRIVATE ROOM,85,1,313,3/3/2015,6.07,17,133
780,Sunny room in the heart of NYC,5773,Anna,The Bronx,Concourse,40.68665,-73.84106,private room,236,365,181,17/05/2017,1.68,7,255
279,,52520,Emma,MANHATTAN,Chelsea,40.5569,-73.76804,private room,383,30,46,2/6/2019,9.38,14,356
832,Cozy apartment near park,57975,John,brooklyn,Greenpoint,40.70889,-73.79281,Entire Home/Apt,274,1,89,9/20/2015,3.15,15,240
776,,25382,James,brooklyn,Kensington,40.72113,-73.99984,Entire Home/Apt,77,365,130,3/10/2018,8.59,8,142
3,Beautiful loft,84320,sakjsalk,Staten Island,Stapleton,40.64465,-74.02308,Shared room,346,1,23,5/3/2014,8.67,12,194
230,,42405,Sarah,Manhattan,Chelsea,40.50219,-73.80254,private room,239,1,295,2/17/2019,3.76,14,105
778,  Spacious 2BR  ,22889,David,Manhattan,East Village,40.71346,-74.02528,private room,400,1,166,5/17/2013,5.01,2,29
983,Quiet private room,57555,,Brooklyn ,Williamsburg,40.70486,-73.94251,Entire Home/Apt,$108 ,5,30,10/10/2015,3.01,13,18
861,,56299,David,manhattan,Chelsea,40.6857,-74.01803,entire home/apt,308,1,347,2/20/2012,0.01,8,57
907,Cozy apartment near park,27812,Lisa,Staten Island,St. George,40.57269,-73.88732,Entire Home/Apt,38,365,346,8/14/2016,4.3,4,129
789,,87885,,manhattan,East Village,40.6452,-73.80299,Private room,387,7,290,5/3/2016,1.63,3,246
200,  Spacious 2BR  ,22679,Lisa,Queens,Elmhurst,40.77052,-73.94605,Entire Home/Apt,276,365,313,1/21/2011,5.06,3,240
372,Cozy apartment near park,13488,John,Manhatan,Upper West Side,40.55328,-73.9707,Entire Home/Apt,$73 ,7,351,12/13/2014,4.24,18,305
925,,41940,Lisa,queens,Elmhurst,40.74659,-73.88464,Entire Home/Apt,165,2,357,12/20/2017,4.41,3,259
702,,1621,David,Manhattan,East Village,40.78561,-73.90189,Private room,394,1000,327,1/13/2011,,8,59
650,Sunny room in the heart of NYC,63558,Robert,Staten Island,St. George,40.57601,-73.76772,private room,$172 ,1,67,5/2/2019,2.28,15,299
66,Sunny room in the heart of NYC,75395,,brooklyn,Williamsburg,40.75327,-74.08774,private room,$65 ,365,110,15/07/2017,1.58,20,159
308,Modern studio,44904,Daniel,MANHATTAN,Harlem,40.62628,-73.8879,Shared room,259,1,49,12/11/2019,6.11,9,333
41,Cozy apartment near park,19643,David,The Bronx,Riverdale,40.84384,-74.07153,Entire home/apt,391,2,135,7/4/2014,2.26,3,76
586,Beautiful loft,56359,Michael,Manhattan,East Village,40.79714,-74.04944,Shared room,394,1,220,12/6/2011,1.33,12,271
973,Beautiful loft,61734,John,The Bronx,Riverdale,40.59611,-73.83159,Private room,148,1,4,12/8/2013,5.21,1,39
531,Sunny room in the heart of NYC,19161,Sofia,Bronx,Mott Haven,40.51182,-74.09078,private room,92,365,389,28/04/2013,1.16,8,111
665,,47974,Maria,staten island,Tompkinsville,40.54986,-73.7123,Private room,224,365,296,2/6/2019,1.21,11,250
645,Modern studio,74864,James,Staten Island,Tompkinsville,40.68015,-73.99683,Shared room,257,3,304,3/5/2011,2.89,12,113
819,,3565,,BRONX,Concourse,40.61313,-73.77612,Entire home/apt,-104,365,314,21/03/2019,9.77,11,1
599,Cozy apartment near park,31147,James,Manhatan,Chelsea,40.50546,-73.76181,entire home/apt,405,365,52,26/07/2019,0.43,8,144
274,Sunny room in the heart of NYC,42614,David,QUEENS,Elmhurst,40.71654,-73.77996,private room,$364 ,1,158,3/14/2019,6.57,3,289
901,Beautiful loft,37428,Anna,manhattan,Harlem,40.56247,-74.04366,Shared room,484,30,27,2/12/2017,1.63,2,118
667,Quiet private room,9019,Olivia,Brooklyn ,Bedford-Stuyvesant,40.85893,-74.08185,Entire home/apt,170,2,90,3/17/2011,1.41,20,240
681,Quiet private room,14255,Anna,staten island,St. George,40.78962,-73.98965,Entire Home/Apt,424,3,327,6/14/2019,8.36,16,182
803,Beautiful loft,9648,Sarah,Staten Island,Stapleton,40.6238,-73.88307,Private room,421,365,327,2/5/2012,8.53,9,1
178,,2620,Sarah,Brooklyn ,Williamsburg,40.6279,-73.80916,PRIVATE ROOM,457,1,44,9/13/2017,3.27,20,141
301,  Spacious 2BR  ,85180,,MANHATTAN,Chelsea,40.76803,-74.04629,PRIVATE ROOM,177,1,331,24/03/2011,6.58,14,69
38,  Spacious 2BR  ,7734,Sarah,bronx,Riverdale,40.87764,-73.84485,Entire home/apt,313,30,52,10/10/2011,4.79,9,174
354,  Spacious 2BR  ,64891,,Brooklyn ,Kensington,40.68386,-74.08686,entire home/apt,466,365,337,6/12/2015,4.31,4,159
203,Sunny room in the heart of NYC,94959,James,The Bronx,Riverdale,40.5887,-73.96346,Entire Home/Apt,79,3,280,6/23/2019,0.47,14,84
237,Sunny room in the heart of NYC,99145,Robert,BROOKLYN,Kensington,40.59197,-73.97371,entire home/apt,142,5,264,23/01/2019,2.49,11,47
150,  Spacious 2BR  ,8152,,manhattan,Chelsea,40.78847,-73.98603,Entire Home/Apt,313,1,337,4/17/2015,5.1,8,200
719,Cozy apartment near park,50809,Sofia,staten island,St. George,40.76376,-73.96683,Shared room,418,1,66,12/19/2011,3.03,13,102
448,  Spacious 2BR  ,11245,James,queens,Elmhurst,40.57699,-73.84625,Entire Home/Apt,"$69,440 ",1,104,2/6/2013,5.49,14,104
218,,77099,Lisa,manhattan,Upper West Side,40.81986,-73.7591,PRIVATE ROOM,88,365,236,2/10/2019,0.68,16,50
717,,88674,James,bronx,Concourse,40.85424,-73.70487,Entire home/apt,373,5,35,20/03/2013,6.78,7,76
467,Cozy apartment near park,18157,Olivia,Manhattan,Upper West Side,40.63932,-73.94345,entire home/apt,377,1,270,5/23/2015,7.01,11,280
583,,44081,Maria,MANHATTAN,Upper West Side,40.52057,-73.91107,Entire Home/Apt,479,365,266,6/9/2018,8.36,8,150
899,Quiet private room,97466,Sofia,Queens,Ridgewood,40.61469,-74.04848,Entire Home/Apt,98,1000,99,24/06/2016,8.4,1,33
472,Sunny room in the heart of NYC,34654,Sarah,Bronx,Mott Haven,40.77809,-74.09787,Entire Home/Apt,122,30,160,1/5/2012,2.07,2,82
303,Modern studio,87997,Anna,Brooklyn ,Bushwick,40.79207,-73.88944,Entire home/apt,$383 ,3,238,2/17/2019,0.89,3,241
906,Quiet private room,65491,Daniel,Brooklyn ,Kensington,40.5986,-73.91522,Private room,239,2,170,27/01/2012,3.62,10,271
970,Quiet private room,76062,Daniel,Queens,Astoria,40.552,-73.94353,entire home/apt,224,3,54,9/9/2018,5.83,5,321
917,Quiet private room,78180,Sofia,Staten island,Stapleton,40.72388,-73.89813,Shared room,337,30,371,22/10/2017,6.65,12,25
978,Cozy apartment near park,2337,David,Manhattan,Chelsea,40.76193,-73.80754,Entire home/apt,279,365,382,14/02/2012,5.78,5,363
389,  Spacious 2BR  ,27146,Sarah, Queens,Elmhurst,40.81839,-73.7801,PRIVATE ROOM,364,1,318,5/23/2014,0.87,6,247
50,,4794,Daniel,Staten island,St. George,40.61495,-74.00901,private room,-373,1,222,11/23/2012,4.44,2,355
423,,58725,John,manhattan,East Village,40.79603,-74.01787,Entire Home/Apt,447,1,3,3/1/2016,0.31,7,58
388,  Spacious 2BR  ,90780,David,staten island,St. George,40.77901,-74.09168,entire home/apt,360,3,371,12/8/2014,2.33,11,112
571,Beautiful loft,11041,Emma,BROOKLYN,Bushwick,40.59281,-73.86455,Private room,$500 ,2,211,10/2/2019,,2,127
391,Sunny room in the heart of NYC,81028,Olivia,QUEENS,Flushing,40.607,-74.03953,PRIVATE ROOM,0,365,309,2/12/2012,7.99,20,56
826,Beautiful loft,57966,James, Queens,Long Island City,40.50305,-73.95019,Entire Home/Apt,-131,365,89,2/3/2017,2.13,8,78
353,Cozy apartment near park,72098,Daniel,brooklyn,Bedford-Stuyvesant,40.74929,-73.79593,private room,108,365,392,7/8/2018,6.62,11,251
194,Sunny room in the heart of NYC,14751,James,BROOKLYN,Bedford-Stuyvesant,40.50372,-73.93165,Entire Home/Apt,385,1,339,5/20/2019,7.01,17,214
236,Cozy apartment near park,61142,Emma,MANHATTAN,Upper West Side,40.87881,-73.77882,Entire home/apt,287,3,275,15/12/2015,5.64,15,124
508,,13050,David,brooklyn,Greenpoint,40.85039,-73.87834,Private room,60524,3,292,5/23/2019,4.24,17,80
882,,1730,Emma,Brooklyn,Kensington,40.73453,-73.74864,Private room,220,1,121,11/27/2013,8,11,162
481,,23913,Olivia,bronx,Fordham,40.59769,-73.80441,Entire Home/Apt,303,365,350,10/15/2011,6.75,3,268
56,Sunny room in the heart of NYC,80964,Chris,Brooklyn ,Bushwick,40.82897,-73.72388,Entire Home/Apt,164,1,345,8/1/2014,8.84,8,287
117,  Spacious 2BR  ,44288,Olivia,Staten Island,Stapleton,40.78303,-73.77769,entire home/apt,145,1,287,7/18/2017,1.35,3,124
97,Sunny room in the heart of NYC,73070,David,Brooklyn,Bedford-Stuyvesant,40.6613,-74.0819,Private room,402,1,291,4/12/2019,2.89,9,197
142,,32056,skaklsja,Staten island,St. George,40.59901,-73.75008,entire home/apt,454,1,230,6/28/2015,4.4,7,60
740,  Spacious 2BR  ,86257,John,manhattan,Upper West Side,40.60626,-73.95028,Entire home/apt,411,7,81,9/10/2014,1.97,10,133
910,Modern studio,5967,Chris,Manhattan,Upper West Side,40.60782,-74.09879,PRIVATE ROOM,392,2,341,6/26/2012,0.43,19,312
822,,2533,Sarah,brooklyn,Bedford-Stuyvesant,40.77238,-73.70963,entire home/apt,$408 ,30,367,4/24/2013,2.19,19,49
625,,43875,Anna,Manhatan,Harlem,40.86513,-73.83263,entire home/apt,231,30,361,2/13/2014,3.19,10,68
604,,56797,David,The Bronx,Fordham,40.69549,-73.90007,Shared room,416,2,164,12/16/2018,5.55,3,41
121,Cozy apartment near park,88584,Michael,Staten island,Stapleton,40.64087,-74.04402,Entire Home/Apt,116,365,250,9/21/2013,5.24,2,38
752,Modern studio,92464,Lisa,brooklyn,Kensington,40.57429,-73.78957,Entire home/apt,$0 ,1,34,4/8/2015,9.45,20,338
766,Modern studio,23729,Chris,staten island,Tompkinsville,40.74522,-73.78524,private room,367,3,97,12/18/2016,3.22,4,236
879,,18009,Michael,Brooklyn,Bushwick,40.89904,-73.82157,Private room,345,365,242,1/20/2019,8.35,8,458
63,Beautiful loft,13656,Robert,Staten Island,Tompkinsville,40.53803,-73.92929,Shared room,234,3,191,11/16/2013,0.92,12,43
802,,39314,David,brooklyn,Bedford-Stuyvesant,40.5801,-73.82597,private room,120,1,168,8/1/2014,1.31,9,132
807,Sunny room in the heart of NYC,96145,Anna,QUEENS,Elmhurst,40.53409,-73.76279,Entire Home/Apt,191,1000,266,2/19/2019,4.74,11,283
454,Modern studio,46140,Sofia,Staten Island,Tompkinsville,40.76339,-73.94688,Shared room,286,3,375,12/28/2017,1.1,5,293
346,Sunny room in the heart of NYC,99900,,Brooklyn,Kensington,40.54313,-73.78278,PRIVATE ROOM,$250 ,365,303,4/8/2011,0.44,4,154
415,  Spacious 2BR  ,56058,Lisa,Staten island,Stapleton,40.89804,-73.99039,Entire Home/Apt,-215,365,238,6/17/2018,8.84,18,114
4,Cozy apartment near park,8331,Daniel,queens,Flushing,40.75399,-73.88634,Entire Home/Apt,$361 ,2,83,7/9/2018,6.88,8,112
59,,29305,Daniel,queens,Astoria,40.75668,-73.86114,PRIVATE ROOM,76,1,25,4/5/2016,2.06,8,283
224,Beautiful loft,1864,Emma,bronx,Concourse,40.83419,-73.89333,Entire Home/Apt,330,7,114,12/7/2019,4.87,17,246
653,  Spacious 2BR  ,41027,Sarah,BROOKLYN,Greenpoint,40.67281,-73.97814,entire home/apt,$121 ,30,175,3/7/2019,7.63,11,109
102,Quiet private room,40008,,MANHATTAN,Upper West Side,40.78837,-73.84268,Shared room,376,3,312,8/4/2018,5.59,10,115
933,Beautiful loft,56704,Sofia,Staten island,St. George,40.85299,-73.95665,Private room,118,1,139,23/03/2018,7.93,3,84
222,  Spacious 2BR  ,87430,Lisa,Staten island,Stapleton,40.59555,-73.7144,Entire home/apt,$287 ,1000,350,5/9/2013,1.6,5,289
559,Cozy apartment near park,57669,David,Manhattan,East Village,40.87042,-73.98003,Entire home/apt,257,30,94,9/9/2014,6.82,5,336
5,,98912,, Queens,Flushing,40.62587,-73.83782,Entire home/apt,320,7,329,3/9/2018,,19,287
466,Modern studio,96341,Olivia,MANHATTAN,Chelsea,40.63326,-73.76885,Entire Home/Apt,60,2,375,12/24/2014,9.23,13,91
53,,31162,Maria,Staten island,Tompkinsville,40.89118,-73.83671,private room,388,3,4,24/10/2011,8.33,20,146
486,Cozy apartment near park,57317,Michael,Staten island,Stapleton,40.88307,-73.78291,Entire Home/Apt,$229 ,1,79,9/1/2016,2.37,20,347
497,Beautiful loft,24791,Olivia,bronx,Concourse,40.82309,-73.79884,Private room,134,1,228,24/12/2014,3.69,15,245
703,,55511,,Staten Island,Tompkinsville,40.59847,-73.83259,PRIVATE ROOM,$109 ,7,348,4/21/2015,9.14,14,209
156,Cozy apartment near park,16650,,brooklyn,Kensington,40.88414,-74.08585,entire home/apt,106,7,114,4/14/2016,3.21,17,39
701,Cozy apartment near park,67682,,bronx,Riverdale,40.88671,-73.94604,Entire Home/Apt,$0 ,5,275,28/11/2011,7.39,12,268
677,Beautiful loft,54788,Emma,The Bronx,Concourse,40.50014,-73.99947,entire home/apt,399,365,342,4/24/2015,5.94,5,34
249,Modern studio,50592,Sarah,staten island,Tompkinsville,40.59249,-74.09711,Entire home/apt,438,5,96,14/09/2017,2.51,8,330
442,Beautiful loft,29910,Sofia,Bronx,Fordham,40.64986,-74.00458,PRIVATE ROOM,133,1,8,1/1/2017,8.21,4,348
966,Modern studio,67385,Sarah,Brooklyn ,Bushwick,40.50488,-73.82399,Entire Home/Apt,185,1000,60,5/12/2011,9.38,20,109
118,Quiet private room,3009,Sofia,Queens,Ridgewood,40.76947,-73.85883,Entire Home/Apt,56,1,96,4/16/2019,8.7,7,170
972,Sunny room in the heart of NYC,75133,David,brooklyn,Kensington,40.55443,-73.72899,Entire home/apt,257,3,347,8/11/2016,5.57,6,278
369,Quiet private room,85817,,Staten island,St. George,40.81981,-74.02053,Shared room,333,7,188,7/13/2013,2.25,20,11
292,Sunny room in the heart of NYC,42831,James,Brooklyn,Bushwick,40.76359,-73.97501,entire home/apt,82,1000,388,7/11/2015,2.01,15,146
382,Cozy apartment near park,24882,Sarah,Brooklyn,Greenpoint,40.72739,-73.99865,entire home/apt,267,3,299,9/1/2012,7.41,13,236
631,,57505,Emma,Brooklyn ,Bushwick,40.79276,-73.88749,Shared room,$335 ,7,127,2/18/2013,1.27,9,74
201,Sunny room in the heart of NYC,98679,Michael,Manhatan,Chelsea,40.66131,-74.006,Entire home/apt,311,30,227,28/02/2018,4.48,1,60
756,  Spacious 2BR  ,11069,Emma,The Bronx,Fordham,40.56957,-73.91931,Shared room,387,1,20,11/10/2015,1.11,7,79
956,Beautiful loft,58748,Maria,Queens,Ridgewood,40.89242,-73.83723,Private room,483,5,95,2/24/2017,7.44,2,116
506,Beautiful loft,21732,Lisa,manhattan,Harlem,40.65098,-74.08946,Entire Home/Apt,386,7,190,12/4/2011,5.82,1,244
808,,55005,Sarah,BROOKLYN,Williamsburg,40.84346,-74.07803,Shared room,247,3,340,9/12/2013,9.99,3,143
341,,63395,Robert, Queens,Long Island City,40.54774,-73.98911,entire home/apt,360,1,306,10/16/2016,4.37,4,132
155,Cozy apartment near park,16117,John,Bronx,Riverdale,40.68208,-73.95595,Entire Home/Apt,$351 ,30,290,6/6/2013,7.74,8,293
908,Cozy apartment near park,19117,John,manhattan,Upper West Side,40.67579,-73.99831,entire home/apt,444,7,201,3/3/2017,5.86,16,268
849,Beautiful loft,38455,,brooklyn,Williamsburg,40.54099,-73.95177,Entire Home/Apt,$400 ,1,310,9/12/2011,5.81,19,33
770,,29819,Maria,Bronx,Fordham,40.61368,-74.00373,Entire home/apt,349,2,316,9/12/2015,1.53,6,283
830,Sunny room in the heart of NYC,22616,Sarah,Bronx,Riverdale,40.63507,-74.08676,entire home/apt,171,1,399,11/23/2011,8.63,19,15
323,  Spacious 2BR  ,29922,Anna,MANHATTAN,Upper West Side,40.85935,-74.00797,private room,131,1,166,2/8/2014,4.13,3,102
944,,25818,Daniel,The Bronx,Concourse,40.70317,-73.84745,entire home/apt,53,365,346,12/13/2018,,12,42
619,,5814,David,Manhatan,Midtown,40.60582,-73.90405,Private room,162,1000,186,17/11/2016,8.3,19,351
83,  Spacious 2BR  ,90742,Chris,staten island,??,40.79318,-73.8487,Entire Home/Apt,13855,1000,376,2/3/2016,5.46,15,329
616,Modern studio,23671,James,Brooklyn ,Bedford-Stuyvesant,40.83002,-73.89939,PRIVATE ROOM,$61 ,3,42,2/8/2013,6.09,1,352
465,  Spacious 2BR  ,93605,Chris,staten island,St. George,40.77199,-74.04103,PRIVATE ROOM,458,3,74,11/10/2011,5.03,19,352
996,Sunny room in the heart of NYC,5598,Maria,Manhattan,East Village,40.77692,-74.05063,Entire home/apt,146,2,390,9/26/2017,6.94,7,253
334,,58788,David,Queens,Long Island City,40.56432,-73.88587,Shared room,115,1,89,3/8/2013,0.42,9,162
11,  Spacious 2BR  ,25931,David,staten island,St. George,40.66444,-73.75447,Entire home/apt,250,1,344,1/13/2012,3.4,18,55
471,Sunny room in the heart of NYC,70479,Robert,Staten island,Stapleton,40.5254,-73.73645,entire home/apt,$94 ,365,94,1/12/2017,5.57,16,274
33,  Spacious 2BR  ,36400,Emma,Queens,Ridgewood,40.69608,-73.92659,Entire Home/Apt,464,5,325,5/12/2018,1.77,20,267
814,,96846,David,Brooklyn ,Greenpoint,40.57374,-73.84367,Private room,$383 ,1,343,3/23/2014,2.32,3,127
926,  Spacious 2BR  ,15862,Sarah,BRONX,Riverdale,40.55391,-73.86036,PRIVATE ROOM,$86 ,1,29,6/8/2018,9.29,3,355
383,Cozy apartment near park,14936,John,Staten island,Tompkinsville,40.67998,-73.77687,???,262,5,95,3/3/2014,9.82,14,132
795,,32359,Michael,MANHATTAN,Midtown,40.85006,-74.04093,Entire Home/Apt,$70 ,30,64,3/12/2013,7.71,16,352
588,,69838,James,Bronx,Mott Haven,40.68141,-73.97183,Entire home/apt,219,1,260,8/2/2015,4.94,19,24
951,Beautiful loft,10781,James,Manhattan,East Village,40.54711,-73.90534,Shared room,190,3,361,11/24/2012,4.89,4,197
960,Modern studio,30864,Michael, Queens,Astoria,40.58761,-73.8129,Entire Home/Apt,129,3,153,9/7/2019,3.04,13,90
379,Beautiful loft,57670,Lisa,staten island,St. George,40.5082,-74.01671,Private room,473,7,399,5/21/2017,1.55,10,152
90,Modern studio,12300,Michael,queens,Long Island City,40.58039,-74.04445,PRIVATE ROOM,$144 ,30,13,19/09/2016,4.68,3,282
214,Cozy apartment near park,94961,Sarah,Bronx,Fordham,40.77416,-73.76573,Private room,426,2,275,11/27/2017,7.47,11,78
884,Quiet private room,14875,Olivia,Staten island,Tompkinsville,40.64652,-73.89387,Entire Home/Apt,$412 ,1,188,4/3/2015,2.19,5,88
134,Quiet private room,91133,,Manhatan,Midtown,40.77099,-73.94015,Entire Home/Apt,318,5,220,4/1/2012,2.23,19,265
347,Sunny room in the heart of NYC,75741,Olivia,bronx,Mott Haven,40.83834,-73.72326,Private room,$44 ,1000,178,3/28/2016,7.81,3,313
664,,98510,John,QUEENS,Long Island City,40.8964,-74.00681,Entire Home/Apt,185,2,395,5/1/2016,1.24,7,192
8,Beautiful loft,10071,David,queens,Ridgewood,40.62966,-74.09221,PRIVATE ROOM,$500 ,5,157,1/8/2014,9.47,18,43
652,Beautiful loft,58677,Emma, Queens,Ridgewood,40.69331,-73.9865,Shared room,120,3,135,11/4/2019,,4,257
321,Sunny room in the heart of NYC,7955,Daniel,QUEENS,Elmhurst,40.71208,-74.06173,Entire home/apt,$128 ,5,389,8/9/2019,7.71,7,337
109,,60634,Michael,Brooklyn ,Bushwick,40.85512,-73.79206,Private room,287,1,327,6/20/2015,2.2,20,68
188,Sunny room in the heart of NYC,84151,Emma,bronx,Riverdale,40.84857,-73.93181,Entire Home/Apt,211,5,190,10/10/2015,8.51,19,240
553,,5212,Maria,queens,Flushing,40.80755,-74.03799,Shared room,287,1,365,3/24/2015,4.33,16,41
305,Sunny room in the heart of NYC,34679,Anna,Staten island,St. George,40.74973,-73.98527,private room,-199,1,64,28/02/2019,2.53,1,315
32,,46508,Chris,BROOKLYN,Greenpoint,40.78601,-74.0696,Entire Home/Apt,222,2,52,11/20/2015,7.96,18,289
860,,18388,Sofia,brooklyn,Greenpoint,40.60542,-73.94109,Entire Home/Apt,64,365,345,5/3/2019,1.99,11,232
241,Beautiful loft,24578,Anna,QUEENS,Long Island City,40.74523,-73.95363,private room,167,30,217,23/07/2014,3.66,19,205
768,Sunny room in the heart of NYC,83327,Emma,Staten island,Tompkinsville,40.87112,-73.9181,Entire home/apt,-465,365,298,19/09/2015,2,16,26
175,  Spacious 2BR  ,49418,John,Brooklyn,Williamsburg,40.5462,-73.78605,Private room,71,30,250,2/21/2015,3.88,6,189
246,Modern studio,86830,Maria,Manhatan,Harlem,40.87472,???,Private room,$82 ,1,13,9/25/2017,1.05,13,316
57,,92289,,Staten island,Tompkinsville,40.51488,-73.70163,Entire Home/Apt,$101 ,1,49,5/9/2014,4.54,18,343
792,Cozy apartment near park,6179,Olivia,brooklyn,Bushwick,40.77999,-73.83358,PRIVATE ROOM,381,1,20,5/11/2013,0.4,20,298
146,Cozy apartment near park,58840,Michael,MANHATTAN,Chelsea,40.55224,-73.75903,Shared room,202,5,349,1/4/2011,7.84,15,406
91,Cozy apartment near park,17912,Olivia,Staten island,Tompkinsville,40.88895,-73.84306,PRIVATE ROOM,$324 ,30,238,6/5/2019,,14,93
393,,57206,,Staten Island,St. George,40.5685,-73.99359,PRIVATE ROOM,204,7,184,3/25/2014,4.22,14,116
311,,9177,Lisa,bronx,Fordham,40.87447,-73.84449,Entire Home/Apt,180,3,393,22/12/2017,2.58,13,37
360,  Spacious 2BR  ,27299,David,The Bronx,Mott Haven,40.73074,-74.01482,Entire home/apt,294,30,137,28/10/2019,9.35,12,320
94,,95157,Michael,BRONX,Riverdale,40.61897,-74.07081,entire home/apt,443,1,80,16/07/2018,2.05,11,310
732,,30272,Lisa,Queens,Ridgewood,40.88331,-73.9936,entire home/apt,491,30,199,5/23/2014,3.64,1,30
791,  Spacious 2BR  ,7731,David,Manhatan,Midtown,40.54026,-74.06708,private room,222,1,76,7/16/2019,9.34,1,357
377,  Spacious 2BR  ,93760,Chris,brooklyn,Bedford-Stuyvesant,40.85495,-74.08962,Entire home/apt,285,1,201,4/10/2016,1.55,16,41
244,,45222,Olivia,bronx,Mott Haven,40.695,-73.80539,PRIVATE ROOM,196,1,195,8/21/2015,8.68,14,327
867,Beautiful loft,23834,Lisa,Manhattan,East Village,40.63402,-73.70445,Entire Home/Apt,$217 ,1,351,7/19/2015,7.33,3,267
88,Modern studio,16435,Sofia,staten island,Tompkinsville,40.64678,-73.97425,entire home/apt,$323 ,3,127,1/24/2012,5,9,198
215,Sunny room in the heart of NYC,85072,Daniel,Brooklyn,Williamsburg,40.59106,-73.99654,PRIVATE ROOM,66,7,230,7/11/2017,3.9,20,60
445,Cozy apartment near park,31464,Maria,Staten island,Stapleton,40.77505,-73.70879,Private room,355,30,34,1/20/2016,4.49,17,261
174,  Spacious 2BR  ,87772,Maria,Staten island,Stapleton,40.61261,-74.00498,Entire Home/Apt,306,1,201,8/5/2019,3.61,20,218
426,Sunny room in the heart of NYC,65092,Daniel,Staten island,St. George,40.71419,-73.78416,Entire home/apt,330,5,126,26/11/2011,8.73,7,260
816,  Spacious 2BR  ,9048,Robert,BRONX,Concourse,40.65568,-74.0248,Entire Home/Apt,$355 ,2,250,5/14/2018,2.53,2,221
119,Sunny room in the heart of NYC,66179,Daniel,Brooklyn ,Williamsburg,40.59573,-73.97135,Entire Home/Apt,134,3,194,21/09/2018,3.09,15,184
120,,33208,James,staten island,St. George,40.58851,-74.04163,Shared room,53,3,283,5/5/2017,3.31,16,194
868,Cozy apartment near park,5952,Anna,The Bronx,Concourse,40.7137,-73.82726,PRIVATE ROOM,50,2,220,5/26/2019,8.68,11,81
1,,27062,Maria,Brooklyn,Bushwick,40.79627,-73.88185,Private room,$407 ,1000,216,1/3/2011,2.33,18,308
395,  Spacious 2BR  ,72358,Sofia,BRONX,Concourse,40.62173,-73.80292,entire home/apt,388,5,4,9/20/2015,7.01,20,228
402,  Spacious 2BR  ,67160,Chris,BROOKLYN,Kensington,40.62388,-73.91905,PRIVATE ROOM,0,5,400,8/27/2017,8.34,15,67
405,Beautiful loft,38401,James,BRONX,Concourse,40.50931,-73.92519,private room,0,7,12,13/06/2019,0.92,5,50
651,  Spacious 2BR  ,59017,John,BROOKLYN,Kensington,40.57896,-73.88305,Private room,$256 ,2,306,5/19/2018,5.82,7,57
658,Modern studio,72642,Sofia,Queens,Elmhurst,40.8101,-73.93449,Private room,67,1,77,10/7/2015,0.89,9,125
163,Cozy apartment near park,44456,Emma,manhattan,Midtown,40.75787,-73.86707,PRIVATE ROOM,381,3,38,2/7/2011,4.44,4,65
115,Quiet private room,19777,,Brooklyn ,Bedford-Stuyvesant,40.52258,-73.89844,Private room,416,3,119,10/20/2016,8.19,17,121
151,Sunny room in the heart of NYC,10567,John,brooklyn,Bedford-Stuyvesant,40.50483,-73.95556,Entire Home/Apt,300,5,67,14/10/2017,5.47,1,88
620,Beautiful loft,16112,Emma,bronx,Concourse,40.58298,-73.82014,Shared room,379,365,282,2/17/2015,2.59,17,239
612,Quiet private room,48315,John,queens,Astoria,40.6384,-73.93037,PRIVATE ROOM,268,1000,286,7/12/2014,9.33,17,5
857,Sunny room in the heart of NYC,83557,Olivia,Brooklyn ,Greenpoint,40.74476,-73.77058,Private room,372,1,24,7/17/2012,6.12,20,142
369,Quiet private room,85817,,Staten island,St. George,40.81981,-74.02053,Shared room,333,7,188,7/13/2013,2.25,20,11
544,Beautiful loft,25831,Anna,Brooklyn,Bushwick,40.70317,-74.07874,entire home/apt,233,3,189,21/01/2012,7.32,13,216
478,,89895,Sofia,The Bronx,Concourse,40.78529,-73.83697,private room,34,1,193,1/24/2015,9.75,20,362
533,  Spacious 2BR  ,83929,David,BRONX,Mott Haven,40.85314,-73.93051,PRIVATE ROOM,399,3,163,13/10/2012,2.01,3,180
513,Cozy apartment near park,66211,,BRONX,Concourse,40.84238,-73.92764,PRIVATE ROOM,178,7,122,10/20/2014,9.58,4,290
895,,16095,John,MANHATTAN,Chelsea,40.74483,haha,Entire Home/Apt,291,1,295,8/3/2017,6.87,5,255
811,,33450,David,QUEENS,Astoria,40.85656,-74.08299,Private room,($351),5,207,2/9/2019,5.91,3,287
